"id","eventID","eventDate","geodeticDatum","countryCode","locationID","eventRemarks","decimalLatitude","decimalLongitude","minimumDepthInMeters","maximumDepthInMeters","coordinateUncertaintyInMeters"
"HABs-CalPoly_2014-05-05T16:15:00Z","HABs-CalPoly_2014-05-05T16:15:00Z","2014-05-05T16:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140505",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-05-12T16:15:00Z","HABs-CalPoly_2014-05-12T16:15:00Z","2014-05-12T16:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140512",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-05-19T16:20:00Z","HABs-CalPoly_2014-05-19T16:20:00Z","2014-05-19T16:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140519",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-06-02T17:00:00Z","HABs-CalPoly_2014-06-02T17:00:00Z","2014-06-02T17:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140602",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-06-11T22:00:00Z","HABs-CalPoly_2014-06-11T22:00:00Z","2014-06-11T22:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140611",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-06-25T01:15:00Z","HABs-CalPoly_2014-06-25T01:15:00Z","2014-06-25T01:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140624",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-06-30T23:40:00Z","HABs-CalPoly_2014-06-30T23:40:00Z","2014-06-30T23:40:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140630",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-07-08T01:15:00Z","HABs-CalPoly_2014-07-08T01:15:00Z","2014-07-08T01:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140707",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-07-18T01:30:00Z","HABs-CalPoly_2014-07-18T01:30:00Z","2014-07-18T01:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140717",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-07-22T02:00:00Z","HABs-CalPoly_2014-07-22T02:00:00Z","2014-07-22T02:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140721",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-07-27T13:50:00Z","HABs-CalPoly_2014-07-27T13:50:00Z","2014-07-27T13:50:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140727",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-08-05T20:30:00Z","HABs-CalPoly_2014-08-05T20:30:00Z","2014-08-05T20:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140805",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-08-12T00:05:00Z","HABs-CalPoly_2014-08-12T00:05:00Z","2014-08-12T00:05:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140811",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-08-18T15:15:00Z","HABs-CalPoly_2014-08-18T15:15:00Z","2014-08-18T15:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140818",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-08-27T02:15:00Z","HABs-CalPoly_2014-08-27T02:15:00Z","2014-08-27T02:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140826",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-09-01T15:00:00Z","HABs-CalPoly_2014-09-01T15:00:00Z","2014-09-01T15:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140901",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-09-08T23:45:00Z","HABs-CalPoly_2014-09-08T23:45:00Z","2014-09-08T23:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140908",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-09-15T18:45:00Z","HABs-CalPoly_2014-09-15T18:45:00Z","2014-09-15T18:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140915",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-09-21T21:40:00Z","HABs-CalPoly_2014-09-21T21:40:00Z","2014-09-21T21:40:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140921",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-09-29T20:20:00Z","HABs-CalPoly_2014-09-29T20:20:00Z","2014-09-29T20:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP140929",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-10-07T01:40:00Z","HABs-CalPoly_2014-10-07T01:40:00Z","2014-10-07T01:40:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141006",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-10-13T02:00:00Z","HABs-CalPoly_2014-10-13T02:00:00Z","2014-10-13T02:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141012",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-10-21T01:45:00Z","HABs-CalPoly_2014-10-21T01:45:00Z","2014-10-21T01:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141020",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-10-27T00:30:00Z","HABs-CalPoly_2014-10-27T00:30:00Z","2014-10-27T00:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141026",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-11-04T01:00:00Z","HABs-CalPoly_2014-11-04T01:00:00Z","2014-11-04T01:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141103",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-11-11T01:20:00Z","HABs-CalPoly_2014-11-11T01:20:00Z","2014-11-11T01:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141110",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-11-16T19:05:00Z","HABs-CalPoly_2014-11-16T19:05:00Z","2014-11-16T19:05:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141116",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-11-23T23:20:00Z","HABs-CalPoly_2014-11-23T23:20:00Z","2014-11-23T23:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141123",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-12-01T00:00:00Z","HABs-CalPoly_2014-12-01T00:00:00Z","2014-12-01T00:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141130",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-12-07T17:00:00Z","HABs-CalPoly_2014-12-07T17:00:00Z","2014-12-07T17:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141207",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-12-14T18:00:00Z","HABs-CalPoly_2014-12-14T18:00:00Z","2014-12-14T18:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141214",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-12-22T00:45:00Z","HABs-CalPoly_2014-12-22T00:45:00Z","2014-12-22T00:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141221",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2014-12-28T16:30:00Z","HABs-CalPoly_2014-12-28T16:30:00Z","2014-12-28T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP141228",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-01-05T01:00:00Z","HABs-CalPoly_2015-01-05T01:00:00Z","2015-01-05T01:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150104",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-01-11T17:15:00Z","HABs-CalPoly_2015-01-11T17:15:00Z","2015-01-11T17:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150111",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-01-18T23:00:00Z","HABs-CalPoly_2015-01-18T23:00:00Z","2015-01-18T23:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150118",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-01-25T18:30:00Z","HABs-CalPoly_2015-01-25T18:30:00Z","2015-01-25T18:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150125",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-02-04T01:30:00Z","HABs-CalPoly_2015-02-04T01:30:00Z","2015-02-04T01:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150203",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-02-08T18:30:00Z","HABs-CalPoly_2015-02-08T18:30:00Z","2015-02-08T18:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150208",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-02-17T01:30:00Z","HABs-CalPoly_2015-02-17T01:30:00Z","2015-02-17T01:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150216",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-02-22T16:30:00Z","HABs-CalPoly_2015-02-22T16:30:00Z","2015-02-22T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150222",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-03-03T01:30:00Z","HABs-CalPoly_2015-03-03T01:30:00Z","2015-03-03T01:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150302",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-03-09T22:30:00Z","HABs-CalPoly_2015-03-09T22:30:00Z","2015-03-09T22:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150309",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-03-16T01:00:00Z","HABs-CalPoly_2015-03-16T01:00:00Z","2015-03-16T01:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150315",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-03-22T18:00:00Z","HABs-CalPoly_2015-03-22T18:00:00Z","2015-03-22T18:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150322",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-03-29T01:00:00Z","HABs-CalPoly_2015-03-29T01:00:00Z","2015-03-29T01:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150328",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-04-05T19:50:00Z","HABs-CalPoly_2015-04-05T19:50:00Z","2015-04-05T19:50:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150405",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-04-12T01:00:00Z","HABs-CalPoly_2015-04-12T01:00:00Z","2015-04-12T01:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150411",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-04-19T19:30:00Z","HABs-CalPoly_2015-04-19T19:30:00Z","2015-04-19T19:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150419",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-04-28T01:30:00Z","HABs-CalPoly_2015-04-28T01:30:00Z","2015-04-28T01:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150427",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-05-03T20:00:00Z","HABs-CalPoly_2015-05-03T20:00:00Z","2015-05-03T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150503",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-05-11T00:15:00Z","HABs-CalPoly_2015-05-11T00:15:00Z","2015-05-11T00:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150510",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-05-17T18:00:00Z","HABs-CalPoly_2015-05-17T18:00:00Z","2015-05-17T18:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150517",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-05-26T15:10:00Z","HABs-CalPoly_2015-05-26T15:10:00Z","2015-05-26T15:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150526",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-06-01T21:00:00Z","HABs-CalPoly_2015-06-01T21:00:00Z","2015-06-01T21:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150601",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-06-08T17:00:00Z","HABs-CalPoly_2015-06-08T17:00:00Z","2015-06-08T17:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150608",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-06-15T18:00:00Z","HABs-CalPoly_2015-06-15T18:00:00Z","2015-06-15T18:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150615",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-06-22T15:45:00Z","HABs-CalPoly_2015-06-22T15:45:00Z","2015-06-22T15:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150622",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-06-26T21:45:00Z","HABs-CalPoly_2015-06-26T21:45:00Z","2015-06-26T21:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150626",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-07-13T16:30:00Z","HABs-CalPoly_2015-07-13T16:30:00Z","2015-07-13T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150713",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-07-20T16:30:00Z","HABs-CalPoly_2015-07-20T16:30:00Z","2015-07-20T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150720",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-07-27T16:45:00Z","HABs-CalPoly_2015-07-27T16:45:00Z","2015-07-27T16:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150727",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-08-04T17:15:00Z","HABs-CalPoly_2015-08-04T17:15:00Z","2015-08-04T17:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150804",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-08-11T16:00:00Z","HABs-CalPoly_2015-08-11T16:00:00Z","2015-08-11T16:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150811",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-08-17T17:15:00Z","HABs-CalPoly_2015-08-17T17:15:00Z","2015-08-17T17:15:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150817",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-08-23T17:45:00Z","HABs-CalPoly_2015-08-23T17:45:00Z","2015-08-23T17:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150823",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-08-30T16:20:00Z","HABs-CalPoly_2015-08-30T16:20:00Z","2015-08-30T16:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150830",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-09-07T17:10:00Z","HABs-CalPoly_2015-09-07T17:10:00Z","2015-09-07T17:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150907",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-09-13T18:10:00Z","HABs-CalPoly_2015-09-13T18:10:00Z","2015-09-13T18:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150913",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-09-21T14:30:00Z","HABs-CalPoly_2015-09-21T14:30:00Z","2015-09-21T14:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150921",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-09-28T15:00:00Z","HABs-CalPoly_2015-09-28T15:00:00Z","2015-09-28T15:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP150928",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-10-05T15:10:00Z","HABs-CalPoly_2015-10-05T15:10:00Z","2015-10-05T15:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151005",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-10-12T15:30:00Z","HABs-CalPoly_2015-10-12T15:30:00Z","2015-10-12T15:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151012",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-10-19T15:05:00Z","HABs-CalPoly_2015-10-19T15:05:00Z","2015-10-19T15:05:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151019",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-10-27T15:50:00Z","HABs-CalPoly_2015-10-27T15:50:00Z","2015-10-27T15:50:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151027",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-11-03T16:45:00Z","HABs-CalPoly_2015-11-03T16:45:00Z","2015-11-03T16:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151103",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-11-10T17:00:00Z","HABs-CalPoly_2015-11-10T17:00:00Z","2015-11-10T17:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151110",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-11-17T16:45:00Z","HABs-CalPoly_2015-11-17T16:45:00Z","2015-11-17T16:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151117",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-11-23T16:35:00Z","HABs-CalPoly_2015-11-23T16:35:00Z","2015-11-23T16:35:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151123",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-11-30T16:30:00Z","HABs-CalPoly_2015-11-30T16:30:00Z","2015-11-30T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151130",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-12-08T17:45:00Z","HABs-CalPoly_2015-12-08T17:45:00Z","2015-12-08T17:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151208",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-12-14T18:25:00Z","HABs-CalPoly_2015-12-14T18:25:00Z","2015-12-14T18:25:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151214",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-12-22T19:30:00Z","HABs-CalPoly_2015-12-22T19:30:00Z","2015-12-22T19:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151222",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2015-12-28T23:00:00Z","HABs-CalPoly_2015-12-28T23:00:00Z","2015-12-28T23:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP151228",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-01-05T17:00:00Z","HABs-CalPoly_2016-01-05T17:00:00Z","2016-01-05T17:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160105",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-01-12T15:30:00Z","HABs-CalPoly_2016-01-12T15:30:00Z","2016-01-12T15:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160112",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-01-19T16:10:00Z","HABs-CalPoly_2016-01-19T16:10:00Z","2016-01-19T16:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160119",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-01-26T16:30:00Z","HABs-CalPoly_2016-01-26T16:30:00Z","2016-01-26T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160126",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-02-02T16:30:00Z","HABs-CalPoly_2016-02-02T16:30:00Z","2016-02-02T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160202",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-02-09T16:45:00Z","HABs-CalPoly_2016-02-09T16:45:00Z","2016-02-09T16:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160209",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-02-17T17:55:00Z","HABs-CalPoly_2016-02-17T17:55:00Z","2016-02-17T17:55:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160217",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-02-23T16:20:00Z","HABs-CalPoly_2016-02-23T16:20:00Z","2016-02-23T16:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160223",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-03-01T16:10:00Z","HABs-CalPoly_2016-03-01T16:10:00Z","2016-03-01T16:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160301",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-03-08T16:30:00Z","HABs-CalPoly_2016-03-08T16:30:00Z","2016-03-08T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160308",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-03-16T16:20:00Z","HABs-CalPoly_2016-03-16T16:20:00Z","2016-03-16T16:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160316",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-03-22T15:50:00Z","HABs-CalPoly_2016-03-22T15:50:00Z","2016-03-22T15:50:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160322",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-03-29T17:30:00Z","HABs-CalPoly_2016-03-29T17:30:00Z","2016-03-29T17:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160329",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-04-05T15:45:00Z","HABs-CalPoly_2016-04-05T15:45:00Z","2016-04-05T15:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160405",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-04-12T16:10:00Z","HABs-CalPoly_2016-04-12T16:10:00Z","2016-04-12T16:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160412",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-04-20T15:00:00Z","HABs-CalPoly_2016-04-20T15:00:00Z","2016-04-20T15:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160420",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-04-26T15:50:00Z","HABs-CalPoly_2016-04-26T15:50:00Z","2016-04-26T15:50:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160426",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-05-03T16:00:00Z","HABs-CalPoly_2016-05-03T16:00:00Z","2016-05-03T16:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160503",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-05-10T16:50:00Z","HABs-CalPoly_2016-05-10T16:50:00Z","2016-05-10T16:50:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160510",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-05-17T15:45:00Z","HABs-CalPoly_2016-05-17T15:45:00Z","2016-05-17T15:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160517",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-05-24T16:00:00Z","HABs-CalPoly_2016-05-24T16:00:00Z","2016-05-24T16:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160524",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-05-31T16:30:00Z","HABs-CalPoly_2016-05-31T16:30:00Z","2016-05-31T16:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160531",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-06-08T16:00:00Z","HABs-CalPoly_2016-06-08T16:00:00Z","2016-06-08T16:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160608",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-06-15T16:20:00Z","HABs-CalPoly_2016-06-15T16:20:00Z","2016-06-15T16:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160615",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-06-21T16:25:00Z","HABs-CalPoly_2016-06-21T16:25:00Z","2016-06-21T16:25:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160621",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-06-28T16:25:00Z","HABs-CalPoly_2016-06-28T16:25:00Z","2016-06-28T16:25:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160628",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-07-05T17:00:00Z","HABs-CalPoly_2016-07-05T17:00:00Z","2016-07-05T17:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160705",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-07-12T17:30:00Z","HABs-CalPoly_2016-07-12T17:30:00Z","2016-07-12T17:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160712",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-07-20T17:40:00Z","HABs-CalPoly_2016-07-20T17:40:00Z","2016-07-20T17:40:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160720",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-07-24T18:40:00Z","HABs-CalPoly_2016-07-24T18:40:00Z","2016-07-24T18:40:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160724",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-07-31T20:00:00Z","HABs-CalPoly_2016-07-31T20:00:00Z","2016-07-31T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160731",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-08-07T20:10:00Z","HABs-CalPoly_2016-08-07T20:10:00Z","2016-08-07T20:10:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160807",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-08-14T20:30:00Z","HABs-CalPoly_2016-08-14T20:30:00Z","2016-08-14T20:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160814",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-08-22T17:45:00Z","HABs-CalPoly_2016-08-22T17:45:00Z","2016-08-22T17:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160822",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-08-28T18:45:00Z","HABs-CalPoly_2016-08-28T18:45:00Z","2016-08-28T18:45:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160828",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-09-05T18:30:00Z","HABs-CalPoly_2016-09-05T18:30:00Z","2016-09-05T18:30:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160905",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-09-11T19:00:00Z","HABs-CalPoly_2016-09-11T19:00:00Z","2016-09-11T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160911",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2016-09-21T18:20:00Z","HABs-CalPoly_2016-09-21T18:20:00Z","2016-09-21T18:20:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP160921",35.170204,-120.740685,"1","1",30
