"id","eventID","eventDate","geodeticDatum","countryCode","locationID","eventRemarks","decimalLatitude","decimalLongitude","minimumDepthInMeters","maximumDepthInMeters","coordinateUncertaintyInMeters"
"HABs-CalPoly_2008-08-15T19:00:00Z","HABs-CalPoly_2008-08-15T19:00:00Z","2008-08-15T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080815",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-08-19T19:00:00Z","HABs-CalPoly_2008-08-19T19:00:00Z","2008-08-19T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080819",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-08-26T19:00:00Z","HABs-CalPoly_2008-08-26T19:00:00Z","2008-08-26T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080826",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-09-02T19:00:00Z","HABs-CalPoly_2008-09-02T19:00:00Z","2008-09-02T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080902",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-09-08T19:00:00Z","HABs-CalPoly_2008-09-08T19:00:00Z","2008-09-08T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080908",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-09-16T19:00:00Z","HABs-CalPoly_2008-09-16T19:00:00Z","2008-09-16T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080916",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-09-22T19:00:00Z","HABs-CalPoly_2008-09-22T19:00:00Z","2008-09-22T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080922",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-09-29T19:00:00Z","HABs-CalPoly_2008-09-29T19:00:00Z","2008-09-29T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP080929",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-02T19:00:00Z","HABs-CalPoly_2008-10-02T19:00:00Z","2008-10-02T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081002",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-06T19:00:00Z","HABs-CalPoly_2008-10-06T19:00:00Z","2008-10-06T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081006",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-09T19:00:00Z","HABs-CalPoly_2008-10-09T19:00:00Z","2008-10-09T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081009",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-13T19:00:00Z","HABs-CalPoly_2008-10-13T19:00:00Z","2008-10-13T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081013",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-16T19:00:00Z","HABs-CalPoly_2008-10-16T19:00:00Z","2008-10-16T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081016",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-20T19:00:00Z","HABs-CalPoly_2008-10-20T19:00:00Z","2008-10-20T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081020",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-23T19:00:00Z","HABs-CalPoly_2008-10-23T19:00:00Z","2008-10-23T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081023",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-27T19:00:00Z","HABs-CalPoly_2008-10-27T19:00:00Z","2008-10-27T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081027",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-10-30T19:00:00Z","HABs-CalPoly_2008-10-30T19:00:00Z","2008-10-30T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081030",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-03T20:00:00Z","HABs-CalPoly_2008-11-03T20:00:00Z","2008-11-03T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081103",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-06T20:00:00Z","HABs-CalPoly_2008-11-06T20:00:00Z","2008-11-06T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081106",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-10T20:00:00Z","HABs-CalPoly_2008-11-10T20:00:00Z","2008-11-10T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081110",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-13T20:00:00Z","HABs-CalPoly_2008-11-13T20:00:00Z","2008-11-13T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081113",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-17T20:00:00Z","HABs-CalPoly_2008-11-17T20:00:00Z","2008-11-17T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081117",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-20T20:00:00Z","HABs-CalPoly_2008-11-20T20:00:00Z","2008-11-20T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081120",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-11-24T20:00:00Z","HABs-CalPoly_2008-11-24T20:00:00Z","2008-11-24T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081124",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-01T20:00:00Z","HABs-CalPoly_2008-12-01T20:00:00Z","2008-12-01T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081201",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-04T20:00:00Z","HABs-CalPoly_2008-12-04T20:00:00Z","2008-12-04T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081204",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-08T20:00:00Z","HABs-CalPoly_2008-12-08T20:00:00Z","2008-12-08T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081208",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-11T20:00:00Z","HABs-CalPoly_2008-12-11T20:00:00Z","2008-12-11T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081211",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-15T20:00:00Z","HABs-CalPoly_2008-12-15T20:00:00Z","2008-12-15T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081215",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-18T20:00:00Z","HABs-CalPoly_2008-12-18T20:00:00Z","2008-12-18T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081218",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2008-12-22T20:00:00Z","HABs-CalPoly_2008-12-22T20:00:00Z","2008-12-22T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP081222",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-05T20:00:00Z","HABs-CalPoly_2009-01-05T20:00:00Z","2009-01-05T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090105",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-08T20:00:00Z","HABs-CalPoly_2009-01-08T20:00:00Z","2009-01-08T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090108",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-12T20:00:00Z","HABs-CalPoly_2009-01-12T20:00:00Z","2009-01-12T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090112",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-15T20:00:00Z","HABs-CalPoly_2009-01-15T20:00:00Z","2009-01-15T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090115",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-19T20:00:00Z","HABs-CalPoly_2009-01-19T20:00:00Z","2009-01-19T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090119",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-22T20:00:00Z","HABs-CalPoly_2009-01-22T20:00:00Z","2009-01-22T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090122",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-26T20:00:00Z","HABs-CalPoly_2009-01-26T20:00:00Z","2009-01-26T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090126",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-01-29T20:00:00Z","HABs-CalPoly_2009-01-29T20:00:00Z","2009-01-29T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090129",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-02T20:00:00Z","HABs-CalPoly_2009-02-02T20:00:00Z","2009-02-02T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090202",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-05T20:00:00Z","HABs-CalPoly_2009-02-05T20:00:00Z","2009-02-05T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090205",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-09T20:00:00Z","HABs-CalPoly_2009-02-09T20:00:00Z","2009-02-09T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090209",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-12T20:00:00Z","HABs-CalPoly_2009-02-12T20:00:00Z","2009-02-12T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090212",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-16T20:00:00Z","HABs-CalPoly_2009-02-16T20:00:00Z","2009-02-16T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090216",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-19T20:00:00Z","HABs-CalPoly_2009-02-19T20:00:00Z","2009-02-19T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090219",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-23T20:00:00Z","HABs-CalPoly_2009-02-23T20:00:00Z","2009-02-23T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090223",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-02-26T20:00:00Z","HABs-CalPoly_2009-02-26T20:00:00Z","2009-02-26T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090226",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-02T20:00:00Z","HABs-CalPoly_2009-03-02T20:00:00Z","2009-03-02T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090302",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-05T20:00:00Z","HABs-CalPoly_2009-03-05T20:00:00Z","2009-03-05T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090305",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-09T19:00:00Z","HABs-CalPoly_2009-03-09T19:00:00Z","2009-03-09T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090309",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-12T19:00:00Z","HABs-CalPoly_2009-03-12T19:00:00Z","2009-03-12T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090312",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-16T19:00:00Z","HABs-CalPoly_2009-03-16T19:00:00Z","2009-03-16T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090316",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-19T19:00:00Z","HABs-CalPoly_2009-03-19T19:00:00Z","2009-03-19T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090319",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-23T19:00:00Z","HABs-CalPoly_2009-03-23T19:00:00Z","2009-03-23T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090323",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-26T19:00:00Z","HABs-CalPoly_2009-03-26T19:00:00Z","2009-03-26T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090326",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-03-30T19:00:00Z","HABs-CalPoly_2009-03-30T19:00:00Z","2009-03-30T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090330",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-02T19:00:00Z","HABs-CalPoly_2009-04-02T19:00:00Z","2009-04-02T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090402",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-06T19:00:00Z","HABs-CalPoly_2009-04-06T19:00:00Z","2009-04-06T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090406",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-09T19:00:00Z","HABs-CalPoly_2009-04-09T19:00:00Z","2009-04-09T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090409",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-13T19:00:00Z","HABs-CalPoly_2009-04-13T19:00:00Z","2009-04-13T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090413",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-16T19:00:00Z","HABs-CalPoly_2009-04-16T19:00:00Z","2009-04-16T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090416",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-20T19:00:00Z","HABs-CalPoly_2009-04-20T19:00:00Z","2009-04-20T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090420",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-23T19:00:00Z","HABs-CalPoly_2009-04-23T19:00:00Z","2009-04-23T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090423",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-27T19:00:00Z","HABs-CalPoly_2009-04-27T19:00:00Z","2009-04-27T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090427",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-04-30T19:00:00Z","HABs-CalPoly_2009-04-30T19:00:00Z","2009-04-30T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090430",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-04T19:00:00Z","HABs-CalPoly_2009-05-04T19:00:00Z","2009-05-04T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090504",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-07T19:00:00Z","HABs-CalPoly_2009-05-07T19:00:00Z","2009-05-07T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090507",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-11T19:00:00Z","HABs-CalPoly_2009-05-11T19:00:00Z","2009-05-11T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090511",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-14T19:00:00Z","HABs-CalPoly_2009-05-14T19:00:00Z","2009-05-14T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090514",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-18T19:00:00Z","HABs-CalPoly_2009-05-18T19:00:00Z","2009-05-18T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090518",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-21T19:00:00Z","HABs-CalPoly_2009-05-21T19:00:00Z","2009-05-21T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090521",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-25T19:00:00Z","HABs-CalPoly_2009-05-25T19:00:00Z","2009-05-25T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090525",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-05-28T19:00:00Z","HABs-CalPoly_2009-05-28T19:00:00Z","2009-05-28T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090528",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-01T19:00:00Z","HABs-CalPoly_2009-06-01T19:00:00Z","2009-06-01T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090601",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-04T19:00:00Z","HABs-CalPoly_2009-06-04T19:00:00Z","2009-06-04T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090604",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-08T19:00:00Z","HABs-CalPoly_2009-06-08T19:00:00Z","2009-06-08T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090608",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-11T19:00:00Z","HABs-CalPoly_2009-06-11T19:00:00Z","2009-06-11T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090611",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-15T19:00:00Z","HABs-CalPoly_2009-06-15T19:00:00Z","2009-06-15T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090615",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-18T19:00:00Z","HABs-CalPoly_2009-06-18T19:00:00Z","2009-06-18T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090618",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-22T19:00:00Z","HABs-CalPoly_2009-06-22T19:00:00Z","2009-06-22T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090622",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-25T19:00:00Z","HABs-CalPoly_2009-06-25T19:00:00Z","2009-06-25T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090625",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-06-29T19:00:00Z","HABs-CalPoly_2009-06-29T19:00:00Z","2009-06-29T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090629",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-02T19:00:00Z","HABs-CalPoly_2009-07-02T19:00:00Z","2009-07-02T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090702",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-06T19:00:00Z","HABs-CalPoly_2009-07-06T19:00:00Z","2009-07-06T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090706",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-09T19:00:00Z","HABs-CalPoly_2009-07-09T19:00:00Z","2009-07-09T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090709",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-13T19:00:00Z","HABs-CalPoly_2009-07-13T19:00:00Z","2009-07-13T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090713",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-16T19:00:00Z","HABs-CalPoly_2009-07-16T19:00:00Z","2009-07-16T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090716",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-20T19:00:00Z","HABs-CalPoly_2009-07-20T19:00:00Z","2009-07-20T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090720",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-23T19:00:00Z","HABs-CalPoly_2009-07-23T19:00:00Z","2009-07-23T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090723",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-27T19:00:00Z","HABs-CalPoly_2009-07-27T19:00:00Z","2009-07-27T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090727",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-07-30T19:00:00Z","HABs-CalPoly_2009-07-30T19:00:00Z","2009-07-30T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090730",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-03T19:00:00Z","HABs-CalPoly_2009-08-03T19:00:00Z","2009-08-03T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090803",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-06T19:00:00Z","HABs-CalPoly_2009-08-06T19:00:00Z","2009-08-06T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090806",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-10T19:00:00Z","HABs-CalPoly_2009-08-10T19:00:00Z","2009-08-10T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090810",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-13T19:00:00Z","HABs-CalPoly_2009-08-13T19:00:00Z","2009-08-13T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090813",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-17T19:00:00Z","HABs-CalPoly_2009-08-17T19:00:00Z","2009-08-17T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090817",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-20T19:00:00Z","HABs-CalPoly_2009-08-20T19:00:00Z","2009-08-20T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090820",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-24T19:00:00Z","HABs-CalPoly_2009-08-24T19:00:00Z","2009-08-24T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090824",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-27T19:00:00Z","HABs-CalPoly_2009-08-27T19:00:00Z","2009-08-27T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090827",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-08-31T19:00:00Z","HABs-CalPoly_2009-08-31T19:00:00Z","2009-08-31T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090831",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-03T19:00:00Z","HABs-CalPoly_2009-09-03T19:00:00Z","2009-09-03T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090903",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-07T19:00:00Z","HABs-CalPoly_2009-09-07T19:00:00Z","2009-09-07T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090907",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-10T19:00:00Z","HABs-CalPoly_2009-09-10T19:00:00Z","2009-09-10T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090910",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-14T19:00:00Z","HABs-CalPoly_2009-09-14T19:00:00Z","2009-09-14T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090914",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-17T19:00:00Z","HABs-CalPoly_2009-09-17T19:00:00Z","2009-09-17T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090917",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-21T19:00:00Z","HABs-CalPoly_2009-09-21T19:00:00Z","2009-09-21T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090921",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-24T19:00:00Z","HABs-CalPoly_2009-09-24T19:00:00Z","2009-09-24T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090924",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-09-28T19:00:00Z","HABs-CalPoly_2009-09-28T19:00:00Z","2009-09-28T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP090928",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-10-01T19:00:00Z","HABs-CalPoly_2009-10-01T19:00:00Z","2009-10-01T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091001",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-10-05T19:00:00Z","HABs-CalPoly_2009-10-05T19:00:00Z","2009-10-05T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091005",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-10-12T19:00:00Z","HABs-CalPoly_2009-10-12T19:00:00Z","2009-10-12T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091012",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-10-19T19:00:00Z","HABs-CalPoly_2009-10-19T19:00:00Z","2009-10-19T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091019",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-10-26T19:00:00Z","HABs-CalPoly_2009-10-26T19:00:00Z","2009-10-26T19:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091026",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-11-02T20:00:00Z","HABs-CalPoly_2009-11-02T20:00:00Z","2009-11-02T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091102",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-11-09T20:00:00Z","HABs-CalPoly_2009-11-09T20:00:00Z","2009-11-09T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091109",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-11-16T20:00:00Z","HABs-CalPoly_2009-11-16T20:00:00Z","2009-11-16T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091116",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-11-23T20:00:00Z","HABs-CalPoly_2009-11-23T20:00:00Z","2009-11-23T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091123",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-11-30T20:00:00Z","HABs-CalPoly_2009-11-30T20:00:00Z","2009-11-30T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091130",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-12-07T20:00:00Z","HABs-CalPoly_2009-12-07T20:00:00Z","2009-12-07T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091207",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-12-14T20:00:00Z","HABs-CalPoly_2009-12-14T20:00:00Z","2009-12-14T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091214",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-12-21T20:00:00Z","HABs-CalPoly_2009-12-21T20:00:00Z","2009-12-21T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091221",35.170204,-120.740685,"1","1",30
"HABs-CalPoly_2009-12-28T20:00:00Z","HABs-CalPoly_2009-12-28T20:00:00Z","2009-12-28T20:00:00Z","EPSG:4326 WGS84","US","HABs-CalPoly","CP091228",35.170204,-120.740685,"1","1",30
